450905-7,0B943B-14,7085CA-14,2AD75E-14,1A9B20-7,BAAF62-7,75A2B6-7,DF309F-7,0BF51C-7,B85D75-7,180E1A-7,82CCF5-7,3F05F3-7,40067F-21,0E1F8E-14,E9CFE0,F8FF1A,56E219,77DA77,22CBD6,4F2EAD,062CD8
chr11:518901-518910,22,17,40,7,17,16,25,16,10,24,46,45,25,23,22,26,10,14,20,26,35,21
chr11:642751-642760,24,18,12,10,12,40,20,28,20,37,20,14,19,16,28,29,21,34,20,39,20,13
chr11:642801-642810,25,17,11,10,13,31,18,27,22,37,23,17,19,15,30,35,17,30,15,32,23,10
chr11:1330951-1330960,46,35,104,25,32,31,72,34,22,59,94,88,36,44,76,61,22,27,61,54,82,39
chr11:3400401-3400410,28,29,88,13,32,48,63,52,9,39,61,39,38,30,39,55,18,31,43,31,34,15
chr11:3400451-3400460,32,35,94,15,22,66,66,51,18,38,74,37,45,26,50,51,26,30,41,43,50,18
chr11:3443851-3443860,29,21,44,6,16,31,42,24,22,31,67,40,35,25,41,49,18,32,35,36,44,13
chr11:3443901-3443910,30,19,35,9,16,32,41,20,21,33,64,24,35,25,36,40,16,27,32,28,29,16
chr11:4414951-4414960,42,39,75,12,41,42,116,47,19,37,112,49,60,22,78,125,14,33,34,28,50,19
chr11:4415001-4415010,23,30,45,13,34,37,90,45,12,37,93,44,59,17,65,111,11,28,29,31,45,14
chr11:4629451-4629460,49,60,99,21,74,60,196,98,35,84,134,69,107,49,134,179,19,41,52,48,82,34
chr11:4629501-4629510,53,60,122,21,63,59,194,110,39,91,150,83,114,45,116,188,17,42,63,48,90,35
chr11:4629551-4629560,42,55,102,18,48,50,155,87,42,56,131,69,93,39,101,157,15,27,61,32,72,28
chr11:5646201-5646210,29,27,42,12,28,28,93,45,11,31,92,41,53,19,73,120,13,17,22,19,33,18
chr11:5710951-5710960,25,16,31,11,19,14,89,45,12,27,53,27,41,12,61,83,12,12,14,12,25,10
chr11:5711001-5711010,23,19,27,9,25,14,88,44,12,31,57,28,43,12,62,93,17,15,18,12,29,9
chr11:6256051-6256060,97,116,210,46,117,126,284,165,65,158,381,142,163,97,247,354,41,87,101,120,158,70
chr11:6256101-6256110,102,130,175,48,129,134,266,169,53,163,358,148,152,99,234,331,40,94,102,127,178,68
chr11:6502651-6502660,41,51,94,19,64,70,139,96,28,82,150,65,72,44,107,178,19,45,46,43,84,26
chr11:6633551-6633560,53,54,93,16,66,51,175,94,28,82,150,78,75,39,138,166,23,34,51,47,81,29
chr11:6640701-6640710,32,42,87,15,35,46,106,64,13,39,110,59,60,31,115,132,15,22,38,39,64,19
chr11:6704701-6704710,40,44,80,18,50,47,119,75,22,73,124,68,82,40,106,136,26,39,45,54,90,30
chr11:6704751-6704760,34,44,74,14,49,47,127,59,22,62,132,73,75,37,104,137,26,31,45,53,82,34
chr11:7214201-7214210,27,32,13,12,7,7,39,21,9,12,26,79,16,18,21,16,3,6,67,84,66,83
chr11:8008701-8008710,48,55,84,15,69,44,117,76,19,63,189,63,69,36,93,167,21,34,39,58,86,37
chr11:8008751-8008760,51,55,93,17,68,51,134,84,23,66,182,71,74,46,101,178,22,40,48,63,101,45
chr11:8008801-8008810,45,50,100,17,51,41,113,69,18,65,169,65,82,43,104,148,19,33,52,48,90,36
chr11:8704201-8704210,34,52,89,14,41,40,119,57,18,62,100,53,64,29,99,116,17,37,34,49,67,26
chr11:8704251-8704260,33,44,104,19,41,41,98,57,22,56,111,56,68,34,110,99,21,38,42,55,73,29
chr11:8710601-8710610,28,25,57,13,23,24,44,40,17,41,55,31,27,26,40,62,14,19,16,23,28,8
chr11:9336201-9336210,34,54,124,30,74,55,133,79,30,68,149,101,57,46,117,145,17,36,53,50,85,44
chr11:9336251-9336260,50,51,138,24,67,52,136,89,35,84,170,95,64,46,123,146,21,63,51,56,89,54
chr11:9386001-9386010,24,22,35,7,35,34,42,31,14,39,61,49,37,29,42,62,9,22,31,27,40,15
chr11:9386051-9386060,24,33,43,5,33,28,47,29,9,41,67,40,30,34,51,50,8,27,26,26,45,14
chr11:9406101-9406110,14,23,51,12,31,16,70,42,11,37,85,30,45,16,46,81,8,6,16,18,19,13
chr11:9406151-9406160,18,21,48,11,36,22,83,50,10,34,96,26,40,17,53,85,9,12,23,20,25,14
chr11:10531201-10531210,58,242,607,33,51,56,77,45,26,112,439,336,77,123,102,90,25,66,340,301,334,287
chr11:10562751-10562760,38,44,91,12,48,40,93,59,22,56,131,62,58,38,90,138,21,21,40,36,56,25
chr11:10562801-10562810,32,46,82,12,41,35,99,63,20,50,116,61,47,26,88,127,20,18,41,36,52,27
chr11:10757501-10757510,17,37,45,7,24,29,51,33,14,26,42,28,29,16,44,38,10,13,30,42,33,15
chr11:10772751-10772760,19,18,39,14,28,32,101,43,14,34,62,39,32,13,54,82,10,26,19,15,31,18
chr11:10772801-10772810,20,18,42,11,28,28,101,51,14,38,59,34,33,18,58,100,12,22,20,17,40,24
chr11:10830601-10830610,65,74,139,26,81,69,213,118,42,114,216,107,109,53,154,218,36,60,79,72,96,45
chr11:10955451-10955460,14,19,44,8,18,24,43,24,12,20,58,24,19,14,30,37,6,13,31,15,27,19
chr11:12132051-12132060,34,29,64,23,50,29,101,54,22,63,115,50,53,24,85,134,26,32,35,45,79,28
chr11:12246301-12246310,25,27,46,11,28,37,56,27,13,43,84,36,45,29,39,59,9,15,21,28,38,22
chr11:13484801-13484810,37,67,108,26,51,63,118,64,34,66,178,77,72,26,105,159,17,38,46,43,102,36
chr11:13484851-13484860,45,58,98,19,55,50,129,73,27,72,161,83,66,31,102,163,20,47,43,41,84,37
chr11:13690051-13690060,101,124,173,45,131,119,299,152,61,161,334,156,160,86,227,356,33,99,84,98,158,51
chr11:13890751-13890760,10,22,28,11,34,21,114,57,17,31,119,35,49,10,65,104,10,13,20,28,34,14
chr11:13890801-13890810,14,19,24,13,34,25,118,53,12,29,119,30,50,10,64,108,7,15,23,29,32,16
chr11:13890851-13890860,18,23,17,14,26,21,99,52,13,31,89,27,46,7,58,89,6,14,20,27,34,12
chr11:14521401-14521410,34,34,70,12,37,45,80,60,32,52,99,58,46,25,79,105,9,30,32,29,57,16
chr11:14521451-14521460,28,31,48,13,33,40,84,44,32,47,79,38,43,35,82,96,9,30,34,26,57,17
chr11:14541951-14541960,35,44,53,14,47,40,113,64,29,50,96,56,54,21,78,105,17,25,40,48,46,25
chr11:14576651-14576660,2,16,17,7,16,11,48,21,6,15,42,16,16,4,24,36,7,6,9,3,10,7
chr11:14600201-14600210,18,17,47,6,34,19,71,26,8,36,82,37,40,15,53,66,10,19,21,18,43,6
chr11:14600251-14600260,22,29,54,11,34,25,82,35,10,46,107,39,61,20,65,84,11,18,29,25,53,17
chr11:14600301-14600310,15,20,46,11,34,26,69,34,7,31,82,28,43,13,54,86,7,19,17,16,39,16
chr11:14786851-14786860,5,25,46,6,21,10,71,34,13,20,81,34,25,13,49,52,5,10,18,18,32,16
chr11:14786901-14786910,7,23,43,5,25,18,69,32,13,23,84,38,29,15,44,52,5,11,19,15,38,18
chr11:14786951-14786960,7,21,35,5,25,18,57,28,7,28,72,28,29,8,45,48,7,8,16,14,40,17
chr11:16760051-16760060,70,58,94,25,82,75,187,104,36,78,225,90,111,67,151,200,27,54,59,62,102,34
chr11:16760101-16760110,62,54,86,25,79,78,192,116,34,85,213,90,102,62,148,204,25,50,61,47,99,30
chr11:16760151-16760160,63,65,107,26,97,79,200,122,28,85,232,90,108,62,160,228,26,53,69,47,104,31
chr11:17099251-17099260,39,59,97,10,49,47,108,54,22,50,159,74,59,28,75,125,22,33,43,38,77,21
chr11:17099301-17099310,45,60,115,14,61,47,136,74,25,62,174,81,77,36,93,118,22,39,49,50,89,28
chr11:17229551-17229560,32,35,68,12,48,38,122,78,17,58,119,45,68,38,88,135,19,32,35,37,49,22
chr11:17229601-17229610,37,42,60,14,45,27,139,76,21,59,121,51,85,38,98,120,20,29,35,41,57,24
chr11:17298151-17298160,54,57,93,19,69,47,176,99,41,84,164,79,90,47,121,181,12,32,31,43,90,31
chr11:17307451-17307460,11,17,27,7,16,13,35,29,3,20,56,24,22,10,30,47,6,4,17,11,20,10
chr11:18127651-18127660,37,17,55,9,33,20,68,42,12,34,74,36,39,18,49,76,12,19,28,22,23,22
chr11:18416001-18416010,38,40,87,14,43,39,123,65,18,43,131,69,62,22,80,122,12,26,34,34,69,32
chr11:18416101-18416110,42,44,105,14,47,33,131,73,21,46,122,57,69,31,109,119,11,36,44,35,60,32
chr11:18433851-18433860,7,13,22,2,8,10,11,30,2,6,43,10,25,2,8,77,4,4,6,11,10,5
chr11:18548451-18548460,37,33,64,16,45,43,105,62,19,61,93,47,44,32,88,125,27,38,22,31,59,27
chr11:18656001-18656010,52,51,132,18,63,64,171,88,23,94,208,90,67,52,117,195,19,45,70,52,109,42
chr11:18656051-18656060,51,64,148,23,73,70,170,93,20,98,212,95,72,58,117,210,22,41,80,55,114,43
chr11:19138651-19138660,29,52,82,14,51,38,159,74,24,63,128,55,89,42,109,169,9,27,37,43,71,23
chr11:20382451-20382460,9,12,18,5,10,6,35,29,5,14,24,14,12,13,18,29,5,8,5,12,13,8
chr11:22647351-22647360,77,81,96,39,124,99,321,169,34,132,277,82,191,60,229,358,32,71,65,57,94,49
chr11:22647401-22647410,90,100,115,44,125,101,301,171,40,139,347,126,190,74,240,392,31,70,79,73,124,50
chr11:22647451-22647460,78,83,124,38,109,89,259,143,32,135,293,113,165,60,188,336,34,58,82,81,116,42
chr11:22712601-22712610,6,12,8,6,22,5,57,29,3,6,48,9,20,8,38,52,4,5,16,11,18,5
chr11:22712651-22712660,7,10,4,5,18,6,55,27,3,7,57,14,29,5,40,48,2,3,12,13,15,4
chr11:22851351-22851360,52,56,76,42,100,92,247,110,53,105,275,81,130,58,168,243,32,46,52,54,100,27
chr11:22851401-22851410,64,62,98,43,79,88,201,94,56,101,316,99,105,62,148,193,32,55,63,55,112,35
chr11:22851451-22851460,52,84,112,32,76,83,184,103,54,102,321,129,93,61,127,189,37,67,69,74,126,46
chr11:22851501-22851510,53,82,93,32,84,77,193,106,38,92,278,113,103,59,142,188,29,60,65,71,114,40
chr11:25296851-25296860,3,11,4,3,3,2,1,2,3,4,11,5,5,1,3,5,4,2,9,11,15,11
chr11:25296901-25296910,3,12,4,3,3,2,1,2,3,4,11,6,5,1,3,5,4,3,9,11,15,12
chr11:25296951-25296960,3,11,4,2,3,2,0,1,3,4,11,4,3,1,3,3,4,2,8,11,14,11
chr11:27384801-27384810,41,54,77,14,63,44,137,75,20,58,149,60,92,33,102,162,17,39,42,38,71,32
chr11:27384851-27384860,49,47,74,14,67,39,142,58,19,59,152,62,87,37,119,151,15,36,45,43,69,35
chr11:27528251-27528260,45,67,90,27,70,64,193,95,36,111,193,87,125,40,148,222,24,33,57,53,64,25
chr11:27528301-27528310,58,73,111,23,72,67,169,93,30,103,236,98,102,48,146,208,22,33,62,57,76,24
chr11:28129751-28129760,85,86,132,25,98,84,232,133,39,119,272,117,146,49,194,316,28,45,65,67,107,34
chr11:28129801-28129810,84,114,170,33,95,107,270,156,51,126,318,130,144,64,235,353,38,52,82,85,125,44
chr11:28129851-28129860,81,112,147,32,101,109,275,162,51,125,315,123,131,57,224,323,38,64,82,79,125,43
chr11:28129901-28129910,74,94,126,32,94,99,236,145,45,118,249,116,116,57,205,292,31,60,67,71,117,42
chr11:28131851-28131860,18,22,18,6,19,20,58,35,15,20,47,33,34,7,57,66,7,10,19,15,20,12
chr11:30344601-30344610,51,67,90,23,69,68,158,87,23,91,193,74,84,48,114,205,22,41,41,45,69,29
chr11:30344651-30344660,51,61,100,29,72,70,151,88,28,109,195,82,95,57,124,239,19,47,38,43,71,25
chr11:31391301-31391310,46,52,80,24,48,56,145,80,27,52,148,50,77,40,128,196,23,30,35,42,57,28
chr11:31391351-31391360,51,46,85,26,37,48,126,72,25,59,159,67,84,35,144,197,16,39,41,44,58,28
chr11:31391401-31391410,47,46,70,17,37,40,140,79,24,56,149,58,82,34,132,174,17,36,38,41,65,21
chr11:31531201-31531210,58,60,104,22,85,65,218,109,32,78,240,115,112,51,157,255,26,41,70,64,104,35
chr11:31531251-31531260,58,70,121,21,83,71,224,110,37,97,281,123,115,57,188,266,30,42,80,76,117,42
chr11:31531301-31531310,63,64,107,23,99,75,229,133,38,104,274,114,124,61,205,277,30,50,82,70,127,40
chr11:32605251-32605260,37,59,103,13,45,56,134,74,24,49,186,77,80,38,95,154,16,45,54,62,90,40
chr11:32605301-32605310,45,61,97,17,46,56,124,75,23,55,190,85,79,39,100,165,20,57,38,58,87,38
chr11:33037401-33037410,18,21,35,10,30,32,44,42,10,30,83,27,50,23,58,84,13,17,17,17,38,10
chr11:33037451-33037460,20,26,31,13,37,34,67,53,10,31,86,29,39,20,63,86,14,11,15,14,39,7
chr11:33060851-33060860,42,28,60,14,47,32,100,55,23,42,88,42,64,30,105,152,20,34,38,24,50,21
chr11:33183051-33183060,20,37,60,9,34,21,91,59,19,39,100,36,40,21,84,90,11,17,26,21,37,19
chr11:33183101-33183110,17,22,37,10,27,18,73,53,13,45,87,26,33,11,61,82,11,18,23,17,31,15
chr11:33722401-33722410,35,52,82,23,51,38,118,67,27,71,174,57,58,29,100,135,11,37,51,62,65,25
chr11:33722451-33722460,31,49,88,19,54,36,131,77,31,62,171,64,60,27,96,138,16,37,50,61,79,23
chr11:34127051-34127060,31,33,92,12,28,32,92,64,23,44,97,57,56,28,67,83,17,24,43,40,64,27
chr11:34127101-34127110,33,33,90,13,39,32,99,63,25,43,105,56,56,34,77,84,14,23,40,33,76,34
chr11:34272851-34272860,30,17,43,13,28,31,97,34,11,35,81,41,29,21,84,68,4,7,32,22,51,20
chr11:34460401-34460410,45,71,103,28,75,49,205,94,29,80,161,90,82,54,137,209,18,51,49,58,94,49
chr11:34460451-34460460,54,70,110,22,70,51,218,116,28,89,154,103,99,54,141,227,21,63,64,49,93,42
chr11:34460501-34460510,46,45,92,21,70,57,212,106,29,92,130,85,97,45,129,203,21,56,58,41,83,48
chr11:34672251-34672260,14,35,40,10,37,25,88,38,15,19,79,43,43,14,41,78,4,12,24,21,19,11
chr11:35066901-35066910,16,20,53,1,23,16,65,39,13,16,59,27,36,13,34,60,3,6,16,15,18,7
chr11:35066951-35066960,19,23,54,1,30,18,77,38,14,23,85,41,34,18,42,68,4,10,14,18,24,7
chr11:35067001-35067010,17,19,40,2,23,17,74,28,12,21,62,29,28,15,36,57,3,6,11,16,23,7
chr11:35269151-35269160,10,17,30,5,18,16,72,35,10,27,90,39,29,14,60,85,6,14,20,19,29,9
chr11:35269201-35269210,9,16,36,6,18,12,72,30,12,25,84,31,32,19,55,81,6,16,18,15,33,12
chr11:36310951-36310960,35,28,58,19,38,28,101,40,15,40,72,39,39,25,63,100,11,14,23,19,43,24
chr11:36311001-36311010,29,28,68,21,40,26,99,33,17,36,79,39,35,22,62,93,11,16,27,28,51,21
chr11:36311051-36311060,26,31,60,17,41,35,90,45,15,41,93,33,39,18,69,108,18,17,31,28,55,19
chr11:36531801-36531810,24,29,47,22,53,42,90,65,20,55,116,44,58,22,97,142,16,21,24,26,42,16
chr11:36531851-36531860,29,26,61,14,53,44,99,78,17,44,113,42,60,30,98,125,18,23,25,36,63,21
chr11:36768801-36768810,24,25,61,7,22,30,53,24,19,24,86,51,46,17,61,71,18,19,22,35,42,18
chr11:36768851-36768860,21,24,47,9,20,21,46,25,16,27,70,37,43,16,42,52,18,17,20,29,32,11
chr11:43333451-43333460,26,30,70,18,42,41,121,54,25,51,119,59,56,19,74,109,25,25,27,32,58,29
chr11:43333501-43333510,32,39,53,20,51,41,121,67,30,51,121,55,56,26,97,149,19,29,32,36,43,27
chr11:43333551-43333560,38,33,48,20,57,45,113,75,30,49,111,48,63,25,101,153,21,37,32,37,50,24
chr11:43380451-43380460,37,47,88,13,41,44,107,67,18,52,117,64,69,31,88,144,9,42,46,32,38,23
chr11:43380501-43380510,39,39,75,14,46,33,98,59,19,49,103,49,63,26,95,135,10,38,32,27,34,18
chr11:43665701-43665710,9,31,33,9,24,21,72,27,14,21,93,37,26,23,64,70,5,17,21,25,37,18
chr11:43665751-43665760,16,22,44,9,30,28,61,32,11,24,87,40,25,18,58,67,6,15,21,33,34,21
chr11:43702101-43702110,72,73,139,37,95,107,229,125,53,118,265,122,143,50,177,300,35,55,83,68,97,68
chr11:43702151-43702160,84,91,152,38,93,123,261,144,53,138,295,149,140,59,203,343,33,69,90,85,127,64
chr11:43702201-43702210,84,102,151,42,91,108,266,141,53,131,310,141,135,65,203,351,34,59,87,79,125,65
chr11:43702251-43702260,75,86,135,37,92,95,281,134,50,115,279,124,127,58,187,290,34,59,79,64,120,56
chr11:43902301-43902310,29,30,69,11,38,28,81,38,15,34,89,47,51,22,57,67,12,19,27,38,56,25
chr11:43902351-43902360,26,41,67,12,44,30,78,43,20,38,104,47,58,20,59,84,6,20,26,33,44,28
chr11:44587051-44587060,92,65,134,30,75,76,131,71,44,74,161,96,72,73,125,120,34,68,69,98,112,55
chr11:45361801-45361810,17,23,44,10,16,21,36,15,8,19,38,23,24,13,34,32,6,12,9,16,27,13
chr11:45848251-45848260,23,31,28,9,29,51,40,25,14,42,37,27,31,11,37,39,11,16,25,35,41,30
chr11:45864851-45864860,16,25,40,10,16,12,33,19,6,13,46,33,10,8,30,26,9,10,17,20,26,11
chr11:46134701-46134710,4,9,18,3,6,8,24,14,5,6,11,11,9,5,16,17,1,3,11,6,14,5
chr11:46848451-46848460,16,10,41,7,17,23,46,31,9,18,42,26,22,12,22,37,10,14,16,15,30,7
chr11:46867801-46867810,24,26,41,8,24,27,62,32,11,39,40,26,31,28,56,53,12,29,33,14,31,10
chr11:46958251-46958260,16,15,39,8,17,21,35,19,9,16,28,32,32,18,23,29,6,12,18,17,25,7
chr11:47448101-47448110,30,24,71,14,37,33,51,34,13,40,65,55,31,32,59,45,11,20,35,27,49,28
chr11:47574751-47574760,36,42,114,15,39,37,89,44,21,53,106,80,42,34,79,83,23,42,54,47,68,28
chr11:47574801-47574810,35,35,107,18,46,41,101,51,25,57,100,84,48,34,78,80,25,48,50,49,72,25
chr11:47869901-47869910,19,24,43,8,26,23,61,35,9,25,62,32,32,29,42,52,8,23,27,17,22,2
chr11:48023301-48023310,19,26,59,9,48,20,144,79,22,43,112,42,56,9,74,125,14,12,28,22,53,22
chr11:48023351-48023360,12,28,65,11,48,25,141,82,20,36,109,42,65,9,76,121,16,15,30,27,53,26
chr11:48817951-48817960,10,0,2,7,13,11,19,17,11,18,3,3,41,7,20,26,5,4,1,3,0,2
chr11:48818001-48818010,10,0,2,6,12,9,20,15,9,18,3,3,41,7,21,25,4,6,0,2,1,4
chr11:48856901-48856910,11,19,17,6,8,14,11,12,9,19,23,9,17,5,19,25,7,5,15,16,19,19
chr11:48861901-48861910,30,23,22,10,15,26,29,22,18,38,25,28,20,17,38,43,18,11,27,26,31,16
chr11:48863751-48863760,13,12,11,5,8,20,22,14,14,21,16,12,12,10,15,21,6,1,4,10,15,9
chr11:48880551-48880560,17,3,10,9,6,21,6,7,13,22,6,4,14,8,14,11,4,7,12,9,10,5
chr11:48883301-48883310,20,4,9,4,6,13,15,11,8,15,12,4,20,4,31,21,5,7,8,11,10,12
chr11:48899051-48899060,22,6,4,11,5,18,10,20,24,21,13,5,18,13,25,24,4,5,20,6,10,8
chr11:48899101-48899110,25,8,4,14,8,23,15,19,26,21,10,7,23,12,24,25,4,5,19,9,8,10
chr11:48932551-48932560,16,22,18,5,5,16,17,22,11,23,12,12,20,8,23,33,5,6,20,12,22,6
chr11:48948451-48948460,20,3,0,7,23,14,21,17,11,10,1,3,27,7,16,23,5,6,3,3,1,4
chr11:48948501-48948510,22,3,1,7,23,15,20,17,11,9,1,3,27,7,17,23,5,8,2,3,0,4
chr11:48963751-48963760,18,4,0,8,23,11,28,30,14,20,1,1,62,11,22,37,6,6,0,1,2,2
chr11:48963801-48963810,20,4,0,8,27,14,35,33,16,21,1,1,61,13,24,41,7,7,0,2,3,2
chr11:48963851-48963860,21,7,1,9,30,13,34,32,17,23,0,3,55,17,28,41,7,6,0,3,4,4
chr11:48963901-48963910,18,14,10,10,19,10,22,22,11,18,11,8,38,12,27,36,8,9,3,9,13,10
chr11:50725201-50725210,28,6,7,17,14,33,30,27,23,29,6,6,62,19,44,41,19,12,11,11,12,6
chr11:50764151-50764160,40,13,10,10,7,25,10,2,26,33,13,5,7,11,14,11,13,11,11,9,15,10
chr11:50783501-50783510,7,6,8,7,4,16,9,7,9,11,11,14,10,4,20,19,7,5,10,15,10,5
chr11:51219401-51219410,8,12,8,6,6,11,16,9,9,9,13,13,12,7,15,13,5,7,8,11,13,10
chr11:51569701-51569710,56,17,31,36,36,58,33,36,41,42,22,15,94,31,91,51,19,15,23,16,29,16
chr11:51569751-51569760,57,16,31,32,37,55,33,37,43,39,21,12,92,32,91,47,17,16,17,16,24,11
chr11:51569801-51569810,60,15,32,27,30,46,32,36,42,37,26,14,86,32,84,46,13,14,20,17,26,11
chr11:51569951-51569960,85,16,30,27,29,43,27,36,43,44,27,14,62,37,57,41,14,16,18,20,24,13
chr11:51570001-51570010,83,16,29,25,25,43,29,36,44,45,27,13,59,37,56,39,13,14,16,17,25,12
chr11:51570101-51570110,87,15,24,26,20,45,20,24,37,52,24,11,61,43,55,37,11,17,14,19,17,9
chr11:51572101-51572110,103,55,93,72,46,94,30,36,71,68,64,56,102,38,110,54,35,33,43,65,66,47
chr11:51572151-51572160,139,87,156,88,74,146,50,64,92,99,102,85,161,52,170,104,53,48,68,112,110,77
chr11:51575701-51575710,15,17,32,19,6,32,10,9,13,14,13,14,11,6,26,8,12,4,26,20,16,14
chr11:51579501-51579510,515,238,316,406,576,563,442,557,470,475,234,184,1265,356,1203,975,281,229,136,219,229,155
chr11:51579551-51579560,708,239,327,524,724,642,528,692,555,553,239,197,1524,449,1444,1120,342,307,140,212,251,170
chr11:51579601-51579610,949,292,389,692,744,857,551,738,761,727,282,234,1600,576,1519,1178,423,403,193,273,300,201
chr11:51579651-51579660,773,176,220,551,552,698,411,555,649,583,174,148,1200,478,1123,860,345,333,115,162,187,124
chr11:51579701-51579710,571,131,153,405,377,490,271,362,483,432,112,101,760,357,723,580,245,240,80,113,139,87
chr11:51580151-51580160,629,128,145,443,248,547,191,264,530,465,109,94,545,399,576,452,267,242,72,100,133,74
chr11:51580201-51580210,647,115,129,444,306,546,241,313,533,468,105,88,642,426,675,507,278,256,63,91,119,71
chr11:51580251-51580260,665,106,133,440,329,553,255,342,535,500,109,89,701,447,729,549,274,262,62,85,115,71
chr11:51580301-51580310,732,105,134,482,308,632,236,329,605,566,108,93,627,487,666,494,303,286,64,86,118,72
chr11:51580351-51580360,640,105,135,423,287,539,218,299,533,508,109,93,592,423,608,454,270,247,66,87,118,76
chr11:51582601-51582610,110,18,19,68,54,88,34,57,78,71,26,13,135,59,115,87,23,41,6,14,11,13
chr11:51582651-51582660,162,53,58,94,73,139,48,75,129,105,68,43,176,88,153,119,48,59,32,51,45,42
chr11:51582701-51582710,164,58,62,97,74,145,52,83,133,108,69,46,183,95,161,125,49,62,32,53,49,50
chr11:51582751-51582760,153,55,56,89,65,130,46,78,128,101,64,47,167,89,148,116,47,57,32,51,44,41
chr11:51582801-51582810,131,39,37,77,42,104,27,44,109,79,51,32,91,77,94,83,45,46,19,37,35,28
chr11:51582851-51582860,115,42,39,68,32,79,20,30,86,75,36,33,65,63,75,49,31,41,22,31,29,28
chr11:51582901-51582910,111,40,34,58,23,67,13,23,73,68,34,31,50,52,55,40,31,38,22,29,28,27
chr11:51582951-51582960,104,30,28,53,25,62,13,20,70,67,29,23,48,48,57,41,27,32,17,19,25,20
chr11:51584601-51584610,69,7,11,36,28,43,7,22,36,42,6,6,58,28,75,42,15,21,5,5,5,6
chr11:51584651-51584660,100,11,19,59,38,65,18,38,49,64,14,9,90,40,112,69,24,26,6,6,9,9
chr11:51584701-51584710,122,33,56,81,51,84,24,46,72,76,40,37,115,54,140,89,33,33,15,43,34,44
chr11:51584751-51584760,117,31,58,82,51,87,23,47,73,73,39,38,115,56,136,91,34,31,14,51,35,45
chr11:51584801-51584810,102,30,49,77,46,80,23,45,68,63,35,34,107,53,121,81,30,27,13,46,33,39
chr11:51584851-51584860,52,16,23,45,19,53,6,15,35,32,17,22,45,33,51,34,15,10,7,23,13,19
chr11:51584901-51584910,50,19,24,45,10,44,6,9,33,28,18,22,35,31,39,23,16,8,7,21,13,17
chr11:51586701-51586710,262,64,73,154,105,226,74,98,207,160,55,36,250,150,256,174,85,104,24,43,49,32
chr11:51586751-51586760,376,90,110,245,149,330,105,146,296,260,86,55,336,222,325,233,128,149,35,64,85,48
chr11:51586801-51586810,398,98,136,257,167,351,125,166,316,281,104,77,381,242,369,262,130,156,42,74,107,55
chr11:51586851-51586860,458,118,151,300,177,392,139,175,352,333,116,95,405,271,399,290,142,170,53,103,124,69
chr11:51586901-51586910,563,265,346,397,252,543,231,251,465,441,296,217,528,344,573,444,195,243,149,271,306,196
chr11:51588751-51588760,281,56,71,164,96,221,76,125,200,196,65,41,271,153,272,176,87,103,29,48,52,35
chr11:51588801-51588810,400,91,108,260,142,333,109,155,296,301,101,65,357,234,358,230,152,166,43,78,82,57
chr11:51588851-51588860,419,108,129,272,155,346,128,178,311,317,122,76,414,247,396,251,161,171,53,99,100,69
chr11:51588901-51588910,469,135,165,323,175,407,140,191,363,372,142,93,443,271,437,287,172,194,72,139,135,92
chr11:51588951-51588960,583,277,350,395,253,552,217,256,447,486,295,214,575,335,597,418,237,258,175,297,292,218
chr11:51590501-51590510,616,60,67,427,413,559,266,445,544,479,66,59,945,382,943,614,262,297,45,58,51,37
chr11:51590551-51590560,814,129,141,570,602,760,417,642,699,670,151,128,1306,516,1302,901,340,373,97,134,131,91
chr11:51590601-51590610,812,116,117,558,552,728,393,609,684,661,127,108,1226,507,1195,831,340,354,84,112,110,81
chr11:51590651-51590660,501,80,81,353,410,462,303,464,420,412,85,68,910,315,903,623,196,222,57,75,80,52
chr11:51590701-51590710,429,69,65,300,245,387,167,274,355,350,75,61,565,265,580,399,158,179,51,71,65,46
chr11:51590751-51590760,435,72,71,299,240,395,157,254,358,352,87,65,533,259,558,380,157,178,52,75,68,49
chr11:51590801-51590810,476,76,78,332,254,431,169,269,388,376,89,63,563,288,589,400,167,193,53,75,67,53
chr11:51590851-51590860,528,120,124,362,267,480,167,274,423,420,135,100,575,314,604,417,188,203,75,120,104,87
chr11:51590901-51590910,513,123,118,348,250,465,157,258,415,413,138,103,520,307,558,377,180,195,76,118,106,85
chr11:51590951-51590960,485,126,119,334,224,433,144,235,404,392,138,110,454,284,494,338,175,182,76,117,108,85
chr11:51591001-51591010,400,105,106,276,147,376,104,170,345,319,117,95,330,242,372,258,146,151,60,89,92,74
chr11:51592551-51592560,62,7,3,44,20,53,14,21,50,38,5,4,49,37,64,43,19,27,3,4,3,2
chr11:51592601-51592610,70,31,33,46,28,67,20,26,60,42,31,20,75,42,95,61,20,29,15,33,35,20
chr11:51592651-51592660,71,28,23,49,26,59,16,21,51,40,16,19,68,39,73,48,19,30,13,22,25,17
