450905-0,0B943B-0,7085CA-0,2AD75E-0,1A9B20-0,BAAF62-0,75A2B6-0,DF309F-0,0BF51C-0,B85D75-0,180E1A-0,82CCF5-0,3F05F3-0,40067F-0,0E1F8E-0,E9CFE0,F8FF1A,56E219,77DA77,22CBD6,4F2EAD,062CD8
chr13:32889551-32889560,81,51,39,26,144,47,152,129,24,46,146,41,43,56,92,232,17,43,40,35,78,33
chr13:32889601-32889610,69,55,41,23,121,46,124,122,23,43,144,38,33,41,78,217,18,40,42,37,84,27
chr13:33112901-33112910,67,38,30,21,121,42,122,104,19,26,103,28,37,53,66,165,17,24,29,41,46,18
chr13:33112951-33112960,72,39,38,26,154,48,134,130,23,24,123,50,53,54,71,180,16,33,44,53,58,18
chr13:33113001-33113010,66,35,39,19,129,42,118,114,21,24,111,42,50,45,71,165,17,29,36,50,66,18
chr13:33213851-33213860,9,7,10,4,20,12,15,17,5,10,19,9,10,8,19,34,3,7,9,8,13,6
chr13:34116901-34116910,172,99,78,52,239,114,227,205,49,121,291,93,84,128,180,361,44,86,89,101,134,60
chr13:34392201-34392210,41,24,22,8,61,24,70,55,16,20,83,21,26,27,52,100,8,22,22,26,30,14
chr13:34392251-34392260,57,25,22,13,74,30,77,66,14,25,96,25,31,29,68,122,9,29,28,32,41,15
chr13:34392301-34392310,55,18,17,9,67,25,62,59,15,20,62,14,20,23,48,97,6,24,21,19,31,11
chr13:37393301-37393310,76,61,42,29,120,62,132,97,26,48,123,45,59,57,70,190,20,39,44,57,78,30
chr13:37393351-37393360,87,65,42,35,106,42,130,102,22,42,124,36,47,58,82,181,20,25,40,45,67,31
chr13:37633801-37633810,76,66,34,28,163,58,170,136,18,56,164,45,54,59,104,259,19,33,53,35,79,28
chr13:37633851-37633860,82,70,39,23,129,55,145,124,24,65,187,48,46,58,105,232,20,38,52,52,94,25
chr13:37633901-37633910,82,70,39,28,162,53,140,120,17,62,168,40,50,55,100,246,24,39,47,46,67,32
chr13:38923751-38923760,126,65,53,45,206,70,210,170,40,80,199,60,79,116,128,282,29,68,53,60,106,42
chr13:38923901-38923910,138,77,56,46,211,74,211,178,37,84,209,57,79,123,132,287,29,71,56,63,109,43
chr13:38923951-38923960,143,71,67,53,229,73,216,175,43,84,238,65,84,119,163,306,33,62,63,75,118,53
chr13:40229801-40229810,50,31,27,15,68,36,66,42,21,23,65,23,26,27,40,91,12,17,21,31,40,26
chr13:40229851-40229860,45,30,18,19,85,42,87,51,22,24,52,25,28,33,51,105,14,19,16,26,49,23
chr13:40963001-40963010,58,50,24,23,97,18,102,78,17,28,88,29,30,26,52,102,12,13,21,23,49,22
chr13:40963051-40963060,60,50,22,19,97,20,100,69,20,29,98,29,27,27,59,101,11,9,17,21,35,17
chr13:41059951-41059960,24,40,21,14,80,15,86,62,18,26,91,26,24,29,40,98,7,13,37,29,41,13
chr13:41345401-41345410,93,61,47,33,78,41,96,77,19,40,126,50,40,65,59,143,25,36,59,50,69,21
chr13:41345451-41345460,84,47,36,32,70,37,91,74,21,33,94,36,36,56,60,130,21,29,51,47,49,20
chr13:41363601-41363610,41,16,20,10,66,29,64,48,13,23,42,15,22,21,54,105,11,21,24,25,34,23
chr13:41495851-41495860,37,28,19,21,76,18,76,51,11,19,61,30,24,30,43,84,6,20,30,25,32,19
chr13:41495901-41495910,36,31,17,22,80,21,88,62,18,21,63,29,26,27,44,93,7,22,34,29,43,18
chr13:41495951-41495960,42,26,18,17,57,20,76,56,15,25,58,26,33,23,45,72,11,24,28,25,45,20
chr13:41557051-41557060,16,13,16,5,45,12,39,26,3,9,59,12,10,11,11,43,3,8,23,15,21,6
chr13:41557101-41557110,19,17,14,3,48,11,47,26,6,10,47,16,12,10,24,38,3,11,19,16,22,4
chr13:41593451-41593460,30,26,20,5,48,13,44,23,6,9,50,18,13,16,20,41,8,10,18,11,29,4
chr13:41706951-41706960,60,43,31,19,98,36,103,83,16,21,113,24,37,38,65,133,13,28,35,39,59,33
chr13:41707001-41707010,48,34,29,20,84,29,80,65,13,17,99,31,38,31,59,118,13,24,36,33,56,21
chr13:41768701-41768710,41,35,23,14,63,28,90,52,16,16,83,19,26,21,52,102,9,17,33,42,52,14
chr13:41768751-41768760,33,26,26,15,63,18,78,51,18,21,80,23,27,20,52,77,7,18,25,36,44,14
chr13:41837751-41837760,40,30,24,14,53,21,50,50,9,17,72,16,23,39,27,72,10,24,27,27,41,17
chr13:41885401-41885410,63,37,23,18,77,40,88,59,16,28,68,26,36,35,44,112,15,26,30,25,48,22
chr13:42039501-42039510,59,41,24,21,76,20,73,57,16,24,91,27,25,22,57,91,9,12,26,29,34,20
chr13:42535251-42535260,40,36,20,10,84,27,75,63,12,23,73,27,31,24,54,82,18,26,28,13,41,13
chr13:42535301-42535310,37,35,25,8,74,29,78,66,10,23,75,24,21,21,53,94,17,24,22,19,36,10
chr13:43597751-43597760,43,29,17,17,77,19,88,53,11,24,68,20,27,26,57,126,21,17,32,14,39,23
chr13:43597801-43597810,39,29,14,15,82,17,83,50,8,22,50,27,22,29,48,122,20,17,29,13,40,16
chr13:43597951-43597960,45,28,14,15,90,21,90,46,10,20,68,31,28,23,51,128,18,18,22,20,38,15
chr13:44716201-44716210,157,77,66,35,181,70,167,117,41,71,157,56,90,95,132,235,36,74,67,79,90,48
chr13:44716251-44716260,155,87,67,43,185,69,183,123,45,80,163,59,99,123,152,247,42,75,63,90,120,52
chr13:44848701-44848710,35,36,40,19,75,30,95,54,11,28,86,36,36,22,45,105,14,13,24,25,33,20
chr13:45492201-45492210,90,78,49,38,135,55,157,137,36,48,148,37,70,70,98,210,22,51,47,56,88,30
chr13:45563601-45563610,43,30,25,15,67,16,87,48,16,29,75,25,30,32,45,111,21,19,25,17,38,8
chr13:45563651-45563660,41,31,19,12,75,13,83,55,16,24,66,19,33,22,44,115,18,18,20,19,33,13
chr13:45941701-45941710,29,23,14,8,58,20,61,44,14,18,65,25,19,22,26,49,3,13,15,21,29,14
chr13:45941751-45941760,27,23,10,7,51,12,55,50,12,14,48,25,14,9,22,55,6,10,19,23,20,10
chr13:45992551-45992560,46,50,31,22,125,24,109,88,18,41,100,29,40,47,58,133,23,39,45,29,61,26
chr13:46039001-46039010,72,61,48,20,103,47,135,92,23,41,121,43,52,63,70,161,23,38,43,62,77,30
chr13:46626851-46626860,66,36,28,13,97,47,98,61,19,32,106,29,36,41,60,123,13,27,25,30,54,19
chr13:46626901-46626910,67,47,39,14,109,50,104,76,21,32,117,46,47,47,65,129,19,30,32,38,74,21
chr13:46756301-46756310,34,13,21,10,56,23,72,65,10,20,72,21,26,27,35,70,15,9,24,14,48,15
chr13:46756351-46756360,37,18,20,13,62,31,76,70,9,23,81,24,22,24,38,74,15,11,26,19,47,17
chr13:46756401-46756410,31,20,16,18,53,34,78,62,14,23,74,22,20,21,31,62,14,13,28,15,43,19
chr13:46756451-46756460,32,24,21,16,51,34,73,59,12,23,64,22,21,19,28,58,13,11,26,15,35,13
chr13:46785951-46785960,42,19,14,9,66,27,79,61,14,18,84,17,23,22,30,103,8,21,14,26,27,11
chr13:46786001-46786010,32,18,21,13,55,26,73,62,13,20,71,13,18,16,30,115,3,17,15,26,28,15
chr13:48314951-48314960,5,18,14,1,5,2,7,1,1,7,16,11,11,2,0,2,0,5,14,11,12,10
chr13:48315001-48315010,5,18,14,1,7,2,10,1,1,7,18,12,13,3,0,2,0,5,14,11,12,10
chr13:48315051-48315060,5,18,14,1,6,2,10,1,1,7,18,12,13,3,1,2,0,5,14,11,12,11
chr13:48315101-48315110,4,18,16,1,5,2,9,1,0,7,17,12,12,3,1,2,0,4,14,12,13,14
chr13:48315151-48315160,4,15,15,1,5,2,5,1,0,5,15,11,11,4,1,1,0,4,14,13,13,16
chr13:48575451-48575460,39,29,27,16,71,23,78,67,11,18,51,23,32,28,38,89,8,17,26,24,32,12
chr13:48611901-48611910,77,48,37,38,154,53,171,136,40,57,164,55,56,83,104,235,33,59,49,57,80,34
chr13:48611951-48611960,71,40,36,36,149,51,163,130,30,51,152,58,49,78,97,223,31,59,49,53,69,33
chr13:48612001-48612010,75,41,34,36,147,54,161,132,30,50,153,57,46,77,98,221,32,61,49,52,74,28
chr13:48612051-48612060,76,48,35,37,150,52,174,133,29,51,158,59,54,78,94,228,33,61,48,50,74,29
chr13:48612101-48612110,92,66,52,45,151,53,180,162,31,57,180,73,55,80,90,245,31,66,59,63,98,39
chr13:48612151-48612160,73,59,41,40,137,44,148,158,27,55,154,65,41,75,72,216,29,57,57,68,78,38
chr13:48612201-48612210,77,64,43,33,134,45,139,134,24,49,155,64,40,70,72,192,22,42,58,67,86,38
chr13:48669301-48669310,48,46,34,24,70,31,67,59,14,16,90,35,48,27,40,84,14,11,43,36,63,21
chr13:48669351-48669360,31,37,19,17,51,36,57,44,14,15,81,19,40,26,34,61,11,18,36,24,54,18
chr13:48760601-48760610,14,22,6,2,49,8,32,34,5,11,43,16,12,14,19,40,2,3,8,9,17,3
chr13:49107001-49107010,105,57,51,32,105,32,113,119,25,41,136,43,49,55,71,166,18,43,55,51,98,41
chr13:49136601-49136610,17,31,15,11,46,13,53,41,6,17,56,14,15,11,30,68,6,8,24,14,28,9
chr13:49136651-49136660,17,32,8,9,56,15,54,33,5,13,56,22,10,12,33,58,5,13,24,17,24,7
chr13:49343401-49343410,25,18,15,7,22,12,33,16,11,16,47,16,16,11,16,40,2,11,25,18,27,13
chr13:49343451-49343460,23,20,15,7,34,14,30,19,9,21,56,18,20,15,14,41,9,9,26,28,34,16
chr13:50018251-50018260,111,120,70,53,284,75,244,241,42,87,305,105,75,95,159,353,30,68,95,86,148,52
chr13:50018301-50018310,128,138,80,41,291,73,237,224,38,87,325,123,77,106,155,403,27,70,115,99,179,60
chr13:50159701-50159710,40,23,18,12,89,27,89,62,10,25,72,28,22,25,40,121,16,20,18,22,43,14
chr13:50181351-50181360,13,8,6,7,24,17,32,29,6,4,24,15,12,15,16,36,3,11,12,7,19,6
chr13:52188801-52188810,16,10,9,6,25,6,24,27,3,2,34,5,8,10,17,34,4,2,7,8,16,10
chr13:52586351-52586360,87,73,40,30,174,41,166,142,25,56,182,57,64,62,109,228,23,43,47,75,97,42
chr13:52586401-52586410,97,82,50,37,177,53,152,153,25,62,221,78,64,76,128,233,29,59,70,99,119,59
chr13:53024751-53024760,81,72,40,35,137,47,148,100,19,45,113,46,59,65,93,198,20,58,43,37,59,27
chr13:53024801-53024810,94,83,51,47,132,49,127,98,22,50,149,60,64,71,95,199,27,61,46,58,88,34
chr13:53024851-53024860,69,64,41,42,137,49,107,92,27,44,146,53,55,75,68,163,28,47,41,59,92,27
chr13:53029501-53029510,101,64,47,32,162,47,186,159,29,64,185,60,48,61,114,261,34,50,53,47,94,35
chr13:53191501-53191510,53,33,11,26,83,20,92,75,15,28,91,26,43,35,52,120,18,21,24,17,40,13
chr13:53191551-53191560,58,41,20,23,84,24,88,88,15,25,96,32,44,47,67,136,19,22,21,19,50,16
chr13:53226851-53226860,96,75,62,44,166,51,160,155,36,58,193,75,63,78,98,254,28,59,59,52,111,41
chr13:53226901-53226910,98,77,65,43,166,49,171,159,31,65,203,73,63,87,95,268,30,67,60,54,110,44
chr13:57721151-57721160,13,0,1,5,7,0,1,2,2,11,3,3,12,8,5,6,3,7,0,1,2,1
chr13:57721201-57721210,13,0,1,5,7,0,1,2,2,11,3,3,12,8,5,6,3,7,0,1,2,1
chr13:57721251-57721260,13,0,1,5,7,0,1,2,2,11,3,3,12,8,5,6,3,7,0,1,2,1
chr13:57721301-57721310,13,0,1,5,7,0,1,2,2,11,3,3,12,8,5,6,3,7,0,1,2,1
chr13:57727701-57727710,15,3,1,4,5,0,1,1,2,11,2,3,11,10,8,8,3,5,5,2,1,1
chr13:57727751-57727760,15,3,1,4,5,0,1,1,2,11,2,3,11,10,8,8,3,5,5,2,1,1
chr13:57727801-57727810,15,3,1,4,5,0,1,1,2,11,2,3,11,10,8,8,3,5,5,2,1,1
chr13:57727851-57727860,15,3,1,4,5,0,1,1,2,11,2,3,11,10,8,8,3,5,4,2,1,1
chr13:57727901-57727910,15,3,1,4,5,0,1,1,2,11,2,3,11,10,8,8,3,5,4,1,1,1
chr13:57734301-57734310,14,3,2,3,3,2,6,3,4,9,4,1,9,9,7,3,2,5,1,0,4,1
chr13:57734351-57734360,14,3,2,3,3,2,6,3,4,9,4,1,9,9,7,3,2,5,1,0,4,1
chr13:57734401-57734410,14,3,2,3,3,2,6,3,4,9,4,1,9,9,7,3,2,5,1,0,4,1
chr13:57734451-57734460,14,3,2,3,3,2,6,3,4,9,4,1,9,9,7,3,2,5,1,0,4,1
chr13:60738101-60738110,91,74,55,42,205,54,176,164,27,66,161,65,59,79,145,281,30,46,55,59,86,43
chr13:60738151-60738160,101,69,62,41,194,65,195,163,32,59,176,60,58,85,127,281,27,49,73,69,106,42
chr13:73301801-73301810,140,101,67,57,285,88,278,242,36,91,191,74,94,148,201,409,36,71,82,94,136,57
chr13:73301851-73301860,129,96,61,45,277,86,289,239,40,91,208,86,79,135,206,433,39,66,62,93,137,57
chr13:73301901-73301910,146,116,75,50,305,91,322,277,50,111,260,90,83,149,226,476,38,70,82,107,157,79
chr13:73301951-73301960,134,112,66,50,302,85,340,284,45,104,269,94,85,144,231,477,32,68,87,107,150,71
chr13:73302001-73302010,114,112,63,44,279,70,324,258,43,99,240,76,80,126,215,436,29,65,78,94,130,61
chr13:73356151-73356160,100,92,60,44,166,53,214,180,28,60,173,68,67,66,128,268,17,62,71,69,96,43
chr13:73356201-73356210,107,89,59,41,177,45,204,166,30,60,201,72,75,58,132,266,17,47,68,81,97,46
chr13:73633051-73633060,98,81,54,36,190,68,237,180,34,84,176,50,67,92,162,260,29,56,63,66,108,37
chr13:74200251-74200260,13,14,11,9,38,7,51,44,6,3,57,16,12,11,18,51,5,5,12,9,16,7
chr13:74282701-74282710,7,5,13,7,26,13,37,24,6,4,33,14,13,6,16,31,4,4,15,7,14,2
chr13:74864651-74864660,21,17,20,5,104,14,82,65,18,21,93,18,21,20,57,57,9,8,26,18,33,12
chr13:74864701-74864710,25,23,23,5,116,15,106,61,23,21,103,30,24,19,67,80,11,8,24,22,41,8
chr13:74864751-74864760,24,19,20,4,109,13,97,52,15,21,104,38,24,14,57,72,9,13,19,18,48,9
chr13:75900901-75900910,46,34,22,19,160,26,174,150,17,38,131,21,27,45,66,182,12,20,27,31,43,17
chr13:75900951-75900960,41,28,15,20,138,26,153,140,21,38,124,23,22,40,68,162,11,15,26,24,47,15
chr13:75932201-75932210,12,17,12,12,43,9,62,56,12,12,51,7,24,17,43,80,6,7,16,7,28,13
chr13:75932251-75932260,7,15,10,12,44,8,51,44,7,13,44,14,23,12,40,63,2,6,17,7,20,10
chr13:76111951-76111960,41,33,12,26,135,24,157,105,20,27,72,31,38,38,81,183,8,23,35,24,43,23
chr13:76112001-76112010,53,49,22,32,164,31,165,128,21,43,116,39,48,38,83,217,10,31,35,41,52,25
chr13:76112051-76112060,54,35,18,21,143,33,138,118,8,32,92,27,36,39,65,183,12,23,22,36,40,12
chr13:76123551-76123560,108,90,64,39,241,58,250,212,38,89,216,83,66,102,156,336,21,67,86,74,127,65
chr13:76123601-76123610,123,97,69,41,254,60,270,244,36,92,267,89,78,117,159,388,28,72,93,68,135,49
chr13:76123651-76123660,132,87,71,41,265,60,258,266,43,95,253,70,74,120,156,407,30,74,89,66,129,45
chr13:76123701-76123710,114,71,50,37,226,49,233,220,33,81,194,53,73,104,133,361,21,67,64,51,91,36
chr13:76123801-76123810,115,74,58,39,227,53,237,226,35,86,204,53,73,105,133,366,21,65,70,54,94,39
chr13:76123851-76123860,122,80,70,45,232,57,239,232,36,93,212,57,80,105,147,402,24,75,71,52,104,37
chr13:77047851-77047860,20,17,11,8,20,7,27,23,10,8,37,12,15,14,22,40,5,14,8,9,26,9
chr13:77453751-77453760,37,10,22,12,54,12,43,48,7,9,40,15,18,22,35,78,6,16,12,18,16,9
chr13:77453801-77453810,42,15,21,11,57,13,54,55,15,20,43,13,30,25,32,72,9,21,15,20,21,11
chr13:77453851-77453860,37,15,17,13,54,12,52,40,13,21,39,13,29,22,35,70,7,22,15,19,21,6
chr13:77477901-77477910,12,11,7,10,32,5,25,31,7,10,19,8,20,10,13,38,2,6,10,6,20,2
chr13:77554401-77554410,16,14,15,9,49,15,66,58,11,10,52,15,13,11,32,65,7,5,16,11,25,5
chr13:77554451-77554460,12,6,11,10,55,7,64,56,6,8,38,14,20,10,37,72,7,4,13,9,19,5
chr13:77566251-77566260,105,95,59,49,251,75,260,248,46,73,238,78,74,94,154,333,38,74,78,82,122,46
chr13:77901301-77901310,78,70,59,32,143,58,178,112,24,56,180,66,48,62,90,183,26,48,59,55,94,42
chr13:77903401-77903410,71,57,37,24,157,38,175,164,35,57,155,33,47,43,100,216,14,23,43,37,78,31
chr13:77903451-77903460,87,62,36,29,178,48,197,178,33,64,156,46,51,60,116,223,15,34,39,45,70,26
chr13:78596501-78596510,22,18,19,8,49,19,51,26,6,13,41,14,13,15,29,53,6,3,8,15,18,5
chr13:79233251-79233260,63,47,26,16,82,31,100,88,21,30,96,31,44,45,77,132,14,19,23,39,35,17
chr13:79233301-79233310,65,56,32,17,65,26,81,83,17,26,112,35,38,43,60,123,19,23,28,44,45,18
chr13:79965601-79965610,12,7,10,4,26,7,26,28,5,7,18,8,10,5,17,20,7,5,7,5,10,8
chr13:79980351-79980360,79,50,45,20,153,44,145,150,43,61,138,43,46,53,68,196,17,41,35,49,70,25
chr13:79980401-79980410,73,48,41,14,145,35,139,150,43,57,124,44,46,43,63,180,21,38,37,47,59,23
chr13:80025851-80025860,21,15,10,8,52,17,47,41,14,15,58,14,6,9,41,47,7,10,11,18,24,8
chr13:84711601-84711610,44,40,25,20,111,20,112,64,16,21,99,40,34,30,80,134,13,11,16,28,45,16
chr13:84711651-84711660,46,45,27,19,97,18,96,69,15,21,105,38,25,27,67,143,17,12,18,21,35,24
chr13:87335551-87335560,11,10,10,4,4,1,3,2,2,5,13,3,8,3,2,4,2,1,9,8,10,10
chr13:87335601-87335610,12,11,11,4,5,1,3,3,2,5,13,5,8,4,1,4,2,1,10,8,12,11
chr13:87335651-87335660,14,11,11,4,6,1,2,3,2,6,13,5,8,4,1,4,2,1,11,8,13,11
chr13:87335701-87335710,13,11,11,4,6,1,1,3,1,6,13,4,8,4,1,4,2,1,11,8,12,11
chr13:87335751-87335760,14,11,11,4,5,1,1,3,1,5,13,4,8,4,1,4,2,1,10,8,10,10
chr13:92050801-92050810,48,52,28,19,111,23,92,89,25,34,111,32,41,44,56,135,19,34,36,37,63,22
chr13:92050851-92050860,53,41,29,25,109,27,104,88,18,34,97,31,31,43,61,148,13,37,44,29,60,28
chr13:94976151-94976160,22,39,17,16,66,8,87,72,6,17,88,15,25,20,53,75,9,14,18,15,38,8
chr13:94976201-94976210,27,32,13,18,79,11,88,77,6,17,97,14,23,18,46,87,6,13,18,19,35,7
chr13:95014851-95014860,18,22,14,5,33,9,38,43,13,9,31,13,16,16,27,53,9,8,11,10,25,8
chr13:95248401-95248410,54,45,29,28,124,29,126,110,20,41,118,39,33,42,63,172,16,37,40,41,68,18
chr13:95248451-95248460,80,51,37,31,127,27,135,108,22,42,149,56,31,49,89,162,17,37,53,44,86,24
chr13:95248501-95248510,71,43,45,36,148,30,145,101,23,34,147,45,34,51,84,186,21,39,54,43,74,25
chr13:95254001-95254010,50,58,40,24,124,38,109,124,25,38,124,34,34,39,84,198,17,30,54,41,67,18
chr13:95254051-95254060,61,64,38,31,145,43,125,135,24,39,131,45,36,48,87,229,21,34,58,50,65,23
chr13:95838301-95838310,18,22,20,7,82,16,62,62,11,14,50,20,18,18,51,84,11,14,17,15,33,10
chr13:96131001-96131010,24,24,16,13,55,19,56,54,8,20,59,20,26,22,40,75,12,16,22,20,28,13
chr13:96329251-96329260,143,94,89,54,227,76,242,180,44,98,281,86,84,119,182,377,52,84,107,90,142,66
chr13:96329301-96329310,144,89,85,47,213,74,221,200,48,101,278,86,74,109,158,376,45,90,91,79,137,51
chr13:97874451-97874460,33,31,31,16,81,28,104,75,15,23,92,35,31,41,63,110,13,23,25,25,39,10
chr13:97874501-97874510,50,45,43,24,114,35,110,107,19,38,129,34,34,48,71,166,14,32,36,38,69,19
chr13:97874551-97874560,37,30,31,17,112,31,101,80,13,29,94,20,39,36,60,152,10,17,23,20,48,20
chr13:99128951-99128960,43,21,16,11,56,6,43,42,17,15,44,16,33,16,29,65,13,12,30,20,29,16
chr13:99867851-99867860,23,15,7,4,36,8,45,31,6,9,33,13,14,12,30,43,3,1,7,7,16,7
chr13:99871401-99871410,17,16,9,5,38,14,56,35,10,10,51,15,19,9,20,43,2,9,9,13,15,12
chr13:100089351-100089360,43,28,29,20,49,17,35,45,9,19,65,20,29,22,32,49,8,17,24,42,52,7
chr13:100150801-100150810,52,41,20,20,80,29,70,58,14,38,107,34,31,30,48,80,19,26,47,34,62,20
chr13:100150851-100150860,57,40,30,14,88,37,77,74,13,49,112,42,38,34,53,84,18,31,41,36,60,20
chr13:100153701-100153710,54,34,21,14,62,32,72,67,14,28,82,24,30,28,37,82,12,27,35,22,51,18
chr13:101241001-101241010,46,35,14,22,81,16,89,88,16,23,68,18,35,31,55,135,8,30,32,20,43,19
chr13:101241051-101241060,47,47,14,21,103,18,89,76,20,23,75,23,40,25,47,135,11,17,26,22,32,22
chr13:103046901-103046910,68,71,39,33,134,41,132,121,21,42,148,42,37,62,90,196,14,30,41,32,67,34
chr13:103046951-103046960,70,58,32,35,129,44,124,126,23,38,134,35,35,60,91,180,16,33,41,36,64,35
chr13:103244451-103244460,27,26,9,15,78,16,51,69,21,17,61,17,16,23,36,78,6,20,17,13,23,9
chr13:103426101-103426110,86,48,35,26,144,49,161,148,27,59,142,45,47,70,71,207,26,52,48,49,62,28
chr13:103426151-103426160,91,65,43,26,138,44,143,141,30,50,156,55,53,55,83,212,33,59,56,55,67,25
chr13:103426201-103426210,87,49,43,28,143,32,143,137,29,45,120,45,51,58,86,212,27,51,51,50,73,24
chr13:105792301-105792310,90,55,42,28,142,34,142,138,22,38,113,35,44,55,88,184,17,25,29,23,60,31
chr13:107220501-107220510,113,91,53,38,165,55,162,153,33,63,210,60,68,69,107,226,33,43,56,65,88,41
chr13:108870701-108870710,74,45,34,30,128,43,116,105,23,43,114,30,44,42,88,176,17,24,43,34,59,19
chr13:108870751-108870760,79,54,31,29,128,49,128,118,34,44,135,33,43,53,92,181,17,31,50,30,64,25
chr13:108974751-108974760,11,4,4,4,29,10,28,32,3,11,32,15,14,16,18,30,5,8,12,16,12,6
chr13:110076501-110076510,57,116,34,11,28,72,41,11,21,25,86,37,21,26,20,27,9,21,68,57,54,37
chr13:110076601-110076610,59,92,43,17,32,78,37,18,22,27,103,45,23,21,28,23,8,31,156,52,67,47
chr13:110443851-110443860,17,11,13,5,16,11,22,33,6,4,30,12,8,11,21,39,2,8,12,12,14,6
chr13:113260801-113260810,31,21,14,15,33,7,25,18,5,16,25,13,27,10,27,40,11,13,16,18,26,8
chr13:113260851-113260860,25,22,13,14,37,12,24,19,7,13,32,13,19,11,24,41,7,13,16,16,23,6
chr13:114428151-114428160,50,25,12,18,35,20,47,31,4,19,45,11,24,15,26,38,14,13,20,15,18,5
chr13:114428201-114428210,50,25,15,15,36,27,43,25,6,27,54,13,20,20,28,29,16,20,21,13,18,5
chr14:19000651-19000660,24,10,5,14,51,5,34,28,27,12,14,5,71,12,21,32,8,12,5,5,8,8
chr14:19000701-19000710,22,12,7,16,49,5,32,27,28,16,12,4,74,15,21,31,8,12,5,6,9,9
chr14:19005201-19005210,37,19,12,17,9,10,12,14,20,22,17,10,15,12,15,14,17,10,10,13,19,10
chr14:19008001-19008010,51,14,8,26,12,10,14,18,21,14,12,10,36,21,14,24,13,14,9,8,6,8
chr14:19008051-19008060,57,18,5,27,18,13,17,20,26,15,13,9,44,28,21,25,15,14,11,11,9,9
chr14:19008101-19008110,56,32,17,31,31,17,31,22,41,21,24,16,56,30,28,31,18,13,17,20,23,17
chr14:19010501-19010510,63,14,5,25,37,6,61,46,26,34,3,5,50,14,35,63,11,14,9,8,5,4
chr14:19010551-19010560,65,8,6,29,37,8,68,47,28,35,6,5,53,18,40,65,13,16,10,9,12,5
chr14:19012551-19012560,338,37,26,111,97,53,157,84,144,147,29,21,111,107,112,165,68,60,20,29,30,22
chr14:19012601-19012610,396,59,30,138,101,76,166,84,166,166,39,23,126,141,119,172,93,70,34,37,43,30
chr14:19012651-19012660,299,41,17,105,80,59,125,61,131,122,25,17,95,108,84,113,73,56,25,28,30,18
chr14:19012701-19012710,239,41,18,90,53,46,83,44,97,97,25,18,61,89,51,75,63,48,27,28,30,19
chr14:19012751-19012760,238,39,17,90,46,47,70,36,97,98,25,18,50,88,44,61,64,48,27,28,30,19
chr14:19012801-19012810,248,37,16,92,48,46,73,37,98,97,27,17,55,87,48,60,64,49,27,29,31,19
chr14:19012851-19012860,248,33,16,99,53,46,76,37,100,99,27,17,57,90,50,63,66,52,30,28,31,19
chr14:19012901-19012910,230,30,19,93,56,42,79,37,92,91,29,18,56,84,50,63,60,47,27,31,32,17
chr14:19012951-19012960,208,21,16,84,35,39,44,17,86,83,23,17,30,76,30,38,58,41,24,26,28,12
chr14:19019101-19019110,71,58,64,27,45,28,55,31,48,42,63,38,38,31,70,64,18,15,54,61,54,37
chr14:19024051-19024060,26,17,24,15,23,15,28,20,32,26,17,9,43,17,32,44,9,13,20,18,17,19
chr14:19025751-19025760,28,10,11,10,8,5,18,11,9,11,9,7,20,13,9,11,7,6,5,4,15,3
chr14:19026251-19026260,21,8,8,13,5,6,21,8,10,13,7,4,25,16,5,10,10,6,5,7,14,5
chr14:19026301-19026310,29,9,17,14,9,8,25,9,13,18,10,4,30,21,10,17,12,7,6,12,17,8
chr14:19026351-19026360,27,8,9,18,9,8,22,9,13,22,8,4,21,14,9,13,14,6,5,3,14,4
chr14:19026401-19026410,23,8,7,14,10,9,19,8,13,22,8,5,17,13,7,13,12,6,5,4,14,5
chr14:19028351-19028360,39,3,2,13,24,8,39,18,14,16,3,0,40,12,21,30,7,8,2,0,0,2
chr14:19028401-19028410,54,3,3,19,34,12,55,31,20,26,5,1,56,20,36,37,12,12,4,0,3,3
chr14:19028451-19028460,55,1,1,20,34,14,56,31,23,30,5,1,54,20,35,33,15,16,4,0,3,4
chr14:19028501-19028510,36,1,1,14,26,12,43,22,17,29,5,1,40,16,28,26,13,13,6,2,4,3
chr14:19066351-19066360,4,4,5,5,3,1,10,6,6,3,2,0,14,5,9,9,5,0,3,4,6,3
chr14:19592751-19592760,20,7,8,8,22,3,25,13,8,12,6,6,34,8,12,23,12,13,6,5,10,3
chr14:19592801-19592810,23,6,9,7,26,4,23,17,8,15,2,5,29,8,12,24,12,13,6,5,7,3
chr14:19592851-19592860,21,9,7,9,25,6,20,14,6,17,5,3,24,9,12,23,11,13,6,3,8,3
chr14:20774151-20774160,15,21,14,14,39,15,32,30,10,17,59,11,22,10,25,41,11,6,16,10,30,10
chr14:21555751-21555760,36,21,26,15,71,39,58,50,6,23,81,22,30,17,38,66,17,23,21,30,37,22
chr14:21555801-21555810,34,25,29,16,70,36,61,49,7,21,69,24,33,18,34,59,16,24,29,18,38,21
chr14:21572151-21572160,88,46,35,27,108,37,113,83,19,44,117,39,46,57,78,122,33,30,36,32,54,19
chr14:21905451-21905460,42,25,29,26,64,25,74,47,19,27,92,28,29,25,40,73,15,29,35,31,53,18
chr14:21905501-21905510,46,28,32,23,70,24,70,45,22,22,90,33,26,32,44,75,16,34,34,31,63,24
chr14:21905551-21905560,48,23,29,15,71,20,61,41,16,25,78,31,29,34,44,63,11,24,34,33,50,22
